0,-1.5708,0,-1.5708,0,0,0.57548,-0.91894,0,0.91894,0.57548,3.4228e-16
0,-1.5708,0,-1.5708,0,0,0.57548,-0.93965,0.045331,0.89432,0.57548,3.4228e-16
0,-1.5708,0,-1.5708,0,0,0.57548,-0.99838,0.1733,0.82508,0.57548,3.4228e-16
0,-1.5708,0,-1.5708,0,0,0.57548,-1.0281,0.2408,0.78726,0.57548,3.4228e-16
0,-1.5708,0,-1.5708,0,0,0.57548,-1.0374,0.26252,0.7749,0.57548,3.4228e-16
0,-1.5708,0,-1.5708,0,0,0.57548,-1.0374,0.26252,0.7749,0.57548,3.4228e-16
0,-1.5708,0,-1.5708,0,0,0.57384,-1.0457,0.28603,0.75972,0.57384,3.4351e-16
0,-1.5708,0,-1.5708,0,0,0.5722,-1.0531,0.30762,0.74552,0.5722,3.4475e-16
0,-1.5708,0,-1.5708,0,0,0.5722,-1.0531,0.30762,0.74552,0.5722,3.4475e-16
0,-1.5708,0,-1.5708,0,0,0.5722,-1.056,0.31453,0.74149,0.5722,3.4475e-16
0,-1.5708,0,-1.5708,0,0,0.5722,-1.0643,0.33442,0.72987,0.5722,3.4475e-16
0,-1.5708,0,-1.5708,0,0,0.5722,-1.0769,0.36514,0.71173,0.5722,3.4475e-16
0,-1.5708,0,-1.5708,0,0,0.5722,-1.0905,0.39886,0.69159,0.5722,3.4475e-16
0,-1.5708,0,-1.5708,0,0,0.5722,-1.1027,0.42992,0.67281,0.5722,3.4475e-16
0,-1.5708,0,-1.5708,0,0,0.5722,-1.114,0.45886,0.65512,0.5722,3.4475e-16
0,-1.5708,0,-1.5708,0,0,0.5722,-1.1227,0.48162,0.64106,0.5722,3.4475e-16
0,-1.5708,0,-1.5708,0,0,0.5722,-1.1277,0.49477,0.63289,0.5722,3.4475e-16
0,-1.5708,0,-1.5708,0,0,0.5722,-1.1293,0.49907,0.6302,0.5722,3.4475e-16
0,-1.5708,0,-1.5708,0,0,0.5722,-1.1293,0.49907,0.6302,0.5722,3.4475e-16
0,-1.5708,0,-1.5708,0,0,0.57058,-1.1321,0.51139,0.62072,0.57058,3.4598e-16
0,-1.5708,0,-1.5708,0,0,0.56896,-1.1348,0.52335,0.61142,0.56896,3.4721e-16
0,-1.5708,0,-1.5708,0,0,0.56896,-1.1348,0.52335,0.61142,0.56896,3.4721e-16
0,-1.5708,0,-1.5708,0,0,0.56896,-1.1385,0.53355,0.60497,0.56896,3.4721e-16
